campaign_id,doi,experiment_type,apparatus,observable,definition,rows,source_files,min_temperature_K,max_temperature_K,min_pressure_Pa,max_pressure_Pa,min_cracking_ratio,max_cracking_ratio,preliminary_eligibility,eligibility_reason,final_role,manual_notes
campaign_0ddb81cb8c2a,10.1016/j.fuel.2020.118425,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,51,9,303.0,393.0,100000.0,100000.0,0.0,0.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (alumina); laminar,N2O,xN2O,14,2,453.0,925.0,3000000.0,10000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (alumina); laminar,NH3,xNH3,5,1,453.0,925.0,3000000.0,3000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (quartz); laminar,N2O,xN2O,10,2,453.0,902.0,3000000.0,10000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (quartz); laminar,NH3,xNH3,22,3,453.0,925.0,3000000.0,10000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (quartz); laminar,NH3,,6,1,451.0,902.0,10000000.0,10000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (quartz); laminar,O2,xO2,7,1,453.0,925.0,3000000.0,3000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_115e63662a5f,10.1016/j.fuel.2016.04.100,outlet concentration measurement,flow reactor (quartz); laminar,O2,,6,1,451.0,902.0,10000000.0,10000000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_11f336e77db5,10.1016/j.ijhydene.2009.11.071,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,10,5,298.0,298.0,101325.0,101325.0,0.068965834890387,0.4,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_16f8038c5740,10.1016/j.ijhydene.2021.09.188,laminar burning velocity measurement,flame cone method; modified Bunsen burner,laminar burning velocity,Sl,9,1,368.0,368.0,101325.0,101325.0,0.2222208348031304,0.2222228497922194,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_217e1b01316d,10.1016/S0082-0784(82)80182-3,concentration time profile measurement,flow reactor (quartz),NH3,xNH3,12,2,1279.0,1279.0,120000.0,120000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_217e1b01316d,10.1016/S0082-0784(82)80182-3,concentration time profile measurement,flow reactor (quartz),NO,xNO,12,2,1279.0,1279.0,120000.0,120000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_225a6f873d57,10.1016/j.fuel.2020.119563,ignition delay measurement,shock tube; reflected shock,ignition delay,"{""target"": ""OH*"", ""type"": ""baseline min intercept from d/dt""}",66,8,1022.7,1956.9,102338.25,1276695.0,0.0,0.6086956521739131,unsupported_exact,OH* optical criterion is absent from ground-state mechanisms.,pending,
campaign_2abef24301ac,10.1021/acs.energyfuels.1c00647,jet stirred reactor measurement,jet stirred reactor,CO,[CO],46,8,900.0,1350.0,101325.0,101325.0,0.7692307692307693,0.7692307692307693,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_2abef24301ac,10.1021/acs.energyfuels.1c00647,jet stirred reactor measurement,jet stirred reactor,H2,[H2],46,8,900.0,1350.0,101325.0,101325.0,0.7692307692307693,0.7692307692307693,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_2abef24301ac,10.1021/acs.energyfuels.1c00647,jet stirred reactor measurement,jet stirred reactor,N2O,[N2O],45,8,900.0,1350.0,101325.0,101325.0,0.7692307692307693,0.7692307692307693,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_2abef24301ac,10.1021/acs.energyfuels.1c00647,jet stirred reactor measurement,jet stirred reactor,NO,[NO],46,8,900.0,1350.0,101325.0,101325.0,0.7692307692307693,0.7692307692307693,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_2abef24301ac,10.1021/acs.energyfuels.1c00647,jet stirred reactor measurement,jet stirred reactor,O2,[O2],46,8,900.0,1350.0,101325.0,101325.0,0.7692307692307693,0.7692307692307693,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_35d254af7da1,10.1080/00102202.2019.1678380,jet stirred reactor measurement,stirred reactor (fused silica),H2O,[H2O],40,4,1101.0,1452.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_35d254af7da1,10.1080/00102202.2019.1678380,jet stirred reactor measurement,stirred reactor (fused silica),N2O,[N2O],15,1,1101.0,1452.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_35d254af7da1,10.1080/00102202.2019.1678380,jet stirred reactor measurement,stirred reactor (fused silica),NH3,[NH3],40,4,1101.0,1452.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_35d254af7da1,10.1080/00102202.2019.1678380,jet stirred reactor measurement,stirred reactor (fused silica),NO,[NO],40,4,1101.0,1452.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_35d254af7da1,10.1080/00102202.2019.1678380,jet stirred reactor measurement,stirred reactor (fused silica),NO2,[NO2],15,1,1101.0,1452.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_3c7ca8249626,10.1016/j.combustflame.2021.111594,laminar burning velocity measurement,outwardly propagating spherical flame; premixed,laminar burning velocity,Sl,180,25,297.95,423.2,101325.0,101325.0,0.0,1.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_44d60316083a,10.1016/j.fuel.2021.122202,jet stirred reactor measurement,stirred reactor (quartz),H2,[H2],54,3,800.0,1300.0,101325.0,101325.0,0.22219341457091,0.22219341457091,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_44d60316083a,10.1016/j.fuel.2021.122202,jet stirred reactor measurement,stirred reactor (quartz),H2O,[H2O],75,4,800.0,1300.0,101325.0,101325.0,0.0,0.22219341457091,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_44d60316083a,10.1016/j.fuel.2021.122202,jet stirred reactor measurement,stirred reactor (quartz),N2,[N2],76,4,800.0,1300.0,101325.0,101325.0,0.0,0.22219341457091,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_44d60316083a,10.1016/j.fuel.2021.122202,jet stirred reactor measurement,stirred reactor (quartz),NH3,[NH3],78,4,800.0,1300.0,101325.0,101325.0,0.0,0.22219341457091,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_44d60316083a,10.1016/j.fuel.2021.122202,jet stirred reactor measurement,stirred reactor (quartz),O2,[O2],78,4,800.0,1300.0,101325.0,101325.0,0.0,0.22219341457091,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_463b066b12d8,10.1016/j.fuel.2020.118054,jet stirred reactor measurement,stirred reactor (fused silica),H2,[H2],186,7,923.0,1293.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_463b066b12d8,10.1016/j.fuel.2020.118054,jet stirred reactor measurement,stirred reactor (fused silica),NO,[NO],186,7,923.0,1293.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_463b066b12d8,10.1016/j.fuel.2020.118054,jet stirred reactor measurement,stirred reactor (fused silica),O2,[O2],186,7,923.0,1293.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_4792ec6e53c9,10.1016/j.combustflame.2014.08.022,ignition delay measurement,shock tube; reflected shock,ignition delay,"{""target"": ""OH*"", ""type"": ""baseline min intercept from d/dt""}",104,12,1564.0,2489.0,126656.25,3080280.0,0.0,0.0,unsupported_exact,OH* optical criterion is absent from ground-state mechanisms.,pending,
campaign_4f7ceac35db5,10.1002/aic.690390811,outlet concentration measurement,flow reactor (quartz),N2O,[N2O],20,2,938.0,1372.0,105250.0,105250.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_4f7ceac35db5,10.1002/aic.690390811,outlet concentration measurement,flow reactor (quartz),NH3,[NH3],7,1,974.0,1368.0,105250.0,105250.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_4f7ceac35db5,10.1002/aic.690390811,outlet concentration measurement,flow reactor (quartz),NO,[NO],23,2,938.0,1373.0,105250.0,105250.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_56edf2653b54,10.1016/j.combustflame.2021.111472,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,40,7,298.0,298.0,101325.0,1013250.0,0.0999995328579903,0.7999999999999999,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_5712054672bf,10.1016/j.proci.2018.07.074,ignition delay measurement,shock tube; reflected,ignition delay,"{""target"": ""OH*"", ""type"": ""baseline min intercept from d/dt""}",30,6,1181.0,1581.0,1610000.0000000002,4220000.0,0.0,0.0,unsupported_exact,OH* optical criterion is absent from ground-state mechanisms.,pending,
campaign_5d95bed2df87,10.1016/j.combustflame.2019.08.033,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,51,7,298.0,298.0,101325.0,506625.0,0.0,0.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_61c8414731db,10.1016/j.fuel.2019.116768,jet stirred reactor measurement,stirred reactor (fused silica),H2,[H2],25,2,953.0,1313.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_61c8414731db,10.1016/j.fuel.2019.116768,jet stirred reactor measurement,stirred reactor (fused silica),N2,[N2],25,2,953.0,1313.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_61c8414731db,10.1016/j.fuel.2019.116768,jet stirred reactor measurement,stirred reactor (fused silica),NO,[NO],25,2,953.0,1313.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_61c8414731db,10.1016/j.fuel.2019.116768,jet stirred reactor measurement,stirred reactor (fused silica),O2,[O2],25,2,953.0,1313.0,121590.0,121590.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_629a30b39091,10.1016/j.combustflame.2021.111753,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,14,2,298.0,298.0,100000.0,500000.0,0.3076908537622621,0.3076940363493357,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_659fe20af3a4,10.1016/S0082-0784(81)80091-4,ignition delay measurement,shock tube; reflected shock,ignition delay,"{""amount"": ""0.95"", ""target"": ""NH3"", ""type"": ""relative concentration"", ""units"": ""unitless""}",46,4,1358.8,2098.4,506625.0,866328.7500000001,0.0,0.0909090909090909,exact_candidate,Reported species-relative criterion can be reproduced.,pending,
campaign_6899a07783a4,10.1016/j.fuel.2021.120979,outlet concentration measurement,flow reactor (quartz); premixed,H2,x_H2,131,9,875.0,1475.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_6899a07783a4,10.1016/j.fuel.2021.120979,outlet concentration measurement,flow reactor (quartz); premixed,N2O,x_N2O,131,9,875.0,1475.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_6899a07783a4,10.1016/j.fuel.2021.120979,outlet concentration measurement,flow reactor (quartz); premixed,NH3,x_NH3,131,9,875.0,1475.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_6899a07783a4,10.1016/j.fuel.2021.120979,outlet concentration measurement,flow reactor (quartz); premixed,NO,x_NO,131,9,875.0,1475.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_6899a07783a4,10.1016/j.fuel.2021.120979,outlet concentration measurement,flow reactor (quartz); premixed,NO2,x_NO2,131,9,875.0,1475.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_6899a07783a4,10.1016/j.fuel.2021.120979,outlet concentration measurement,flow reactor (quartz); premixed,O2,x_O2,131,9,875.0,1475.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_6f2c5118f885,10.1016/j.ijhydene.2010.07.104,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,15,3,298.0,298.0,101325.0,101325.0,0.6001856882500601,1.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_7a82b8df233e,10.1016/j.combustflame.2020.07.011,laminar burning velocity measurement,outwardly propagating spherical flame; premixed,laminar burning velocity,Sl,100,15,298.0,298.0,101325.0,1013250.0,0.0073529772846692,0.8437522216814232,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_86725df1908d,10.1016/S0010-2180(99)00107-8,outlet concentration measurement,flow reactor,NH3,[NH3],18,2,873.0,1274.0,101325.0,101325.0,0.0,0.4731182795698924,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_86725df1908d,10.1016/S0010-2180(99)00107-8,outlet concentration measurement,flow reactor,NO,[NO],18,2,873.0,1274.0,101325.0,101325.0,0.0,0.4731182795698924,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_86725df1908d,10.1016/S0010-2180(99)00107-8,outlet concentration measurement,flow reactor (quartz),NH3,xNH3,9,1,873.0,1273.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_86725df1908d,10.1016/S0010-2180(99)00107-8,outlet concentration measurement,flow reactor (quartz),NO,xNO,9,1,873.0,1273.0,101325.0,101325.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_9268c5c9de04,10.1016/j.fuel.2015.06.070,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,13,3,298.0,298.0,100000.0,500000.0,0.0,0.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_a0b4ff1cc40d,10.1007/s11708-021-0791-7,laminar burning velocity measurement,outwardly propagating spherical flame; premixed,laminar burning velocity,Sl,82,9,298.0,443.0,101325.0,303975.0,0.0357144560860072,0.7500034375128907,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_a1e35abfc26f,10.1299/transjsme.14-00423,laminar burning velocity measurement,flame cone method; slot burner,laminar burning velocity,Sl,28,3,298.0,298.0,101325.0,101325.0,0.0,0.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_aacd4964efeb,10.1016/j.combustflame.2020.08.004,laminar burning velocity measurement,heat flux burner; premixed,laminar burning velocity,Sl,297,23,298.0,298.0,100000.0,506625.0,0.0,0.5714285714285714,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_b5091ed74b6b,10.1016/j.ijhydene.2015.04.024,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,22,3,298.0,298.0,100000.0,500000.0,0.0,1.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_b61f71c9265e,10.1016/j.proci.2020.06.197,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,112,25,298.0,476.0,100000.0,955000.0,0.0,0.2222212503553388,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_b661f10f22f4,10.1016/j.fuel.2019.116653,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,265,40,298.0,473.0,100000.0,100000.0,0.0,0.5000008064216973,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_bc661b9f179a,10.1016/j.combustflame.2019.05.003,laminar burning velocity measurement,heat flux burner; premixed,laminar burning velocity,Sl,216,11,298.0,298.0,101325.0,101325.0,0.0,0.3529406178929726,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_c05311ec8444,10.1016/j.ijhydene.2021.07.063,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,28,5,360.0,360.0,100000.0,500000.0,0.0,0.1428580247802762,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_c2a524875a01,10.1002/cjce.5450730311,outlet concentration measurement,flow reactor (quartz); laminar,N2O,x_N2O,15,1,798.0,1200.0,102000.0,102000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_c2a524875a01,10.1002/cjce.5450730311,outlet concentration measurement,flow reactor (quartz); laminar,NH3,x_NH3,15,1,798.0,1200.0,102000.0,102000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_c2a524875a01,10.1002/cjce.5450730311,outlet concentration measurement,flow reactor (quartz); laminar,NO,x_NO,15,1,798.0,1200.0,102000.0,102000.0,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ccb03cfde00c,10.1016/j.jhazmat.2018.09.073,laminar burning velocity measurement,outwardly propagating spherical flame; constant volume combustion chamber,laminar burning velocity,Sl,26,5,298.0,298.0,50662.5,162120.0,0.0,0.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_cdc9a005c064,10.1016/j.combustflame.2019.11.032,laminar burning velocity measurement,heat flux burner; premixed,laminar burning velocity,Sl,172,8,298.0,298.0,101325.0,101325.0,0.0,1.0,pending_manual_review,Verify stretch/radiation correction and reported flame-speed definition.,pending,
campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,jet stirred reactor measurement,stirred reactor (quartz),H2O,[H2O],94,10,800.0,1281.0,101325.0,101325.0,0.0,0.6086956521739131,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,jet stirred reactor measurement,stirred reactor (quartz),N2O,[N2O],94,10,800.0,1281.0,101325.0,101325.0,0.0,0.6086956521739131,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,jet stirred reactor measurement,stirred reactor (quartz),NH3,[NH3],94,10,800.0,1281.0,101325.0,101325.0,0.0,0.6086956521739131,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_d5397fe0cc8b,10.1016/j.combustflame.2021.111653,jet stirred reactor measurement,stirred reactor (quartz),NO,[NO],94,10,800.0,1281.0,101325.0,101325.0,0.0,0.6086956521739131,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_e58413f476cd,10.1080/00102207208952518,ignition delay measurement,shock tube; reflected shock,ignition delay,"{""target"": ""OH*"", ""type"": ""baseline min intercept from d/dt""}",67,6,1542.16,2586.37,25331.25,3627435.0,0.0,0.0,unsupported_exact,OH* optical criterion is absent from ground-state mechanisms.,pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,jet stirred reactor measurement,stirred reactor (fused silica),NH3,[NH3],20,2,500.0,1200.0,106657.8947368421,106657.8947368421,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,jet stirred reactor measurement,stirred reactor (fused silica),NO,[NO],15,2,900.0,1200.0,106657.8947368421,106657.8947368421,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,jet stirred reactor measurement,stirred reactor (fused silica),NO2,[NO2],15,2,900.0,1200.0,106657.8947368421,106657.8947368421,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),H2,xH2,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),H2O,xH2O,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),N2,xN2,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),NH3,xNH3,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),NO,xNO,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
campaign_ee8a7459e5e3,10.1039/C9RE00429G,outlet concentration measurement,flow reactor (recrystallized alumina),O2,xO2,19,1,1073.0,1973.0,126656.25,126656.25,0.0,0.0,pending_manual_review,"Verify reactor thermal boundary, residence time, detection limits and sampling basis.",pending,
